vb_vf_national_precinct_code,randomization_block,treatment
FL_PALM BEACH_6512,1079,0
FL_ESCAMBIA_029,1911,1
FL_VOLUSIA_707,510,0
FL_SARASOTA_405,1056,1
FL_CITRUS_206,97,0
FL_SANTA ROSA_37,185,0
FL_HILLSBOROUGH_403,578,0
FL_OKALOOSA_36,170,0
FL_BROWARD_00X012,774,1
FL_COLLIER_156,1679,1
FL_BROWARD_00M001,479,0
FL_HILLSBOROUGH_413,1913,1
FL_MIAMI-DADE_303,2415,0
FL_HILLSBOROUGH_347,2161,1
FL_MANATEE_103,1150,1
FL_ALACHUA_0023,306,0
FL_CHARLOTTE_48,575,1
FL_OKALOOSA_50,2035,1
FL_BROWARD_00N014,30,1
FL_SUWANNEE_0010,23,0
FL_PINELLAS_405,595,0
FL_PINELLAS_634,1073,1
FL_BROWARD_00T010,391,1
FL_PALM BEACH_6501,1685,0
FL_PINELLAS_417,972,0
FL_HILLSBOROUGH_531,1135,0
FL_PINELLAS_162,2570,1
FL_SARASOTA_123,1853,1
FL_MIAMI-DADE_761,2292,1
FL_BREVARD_102,1038,0
FL_ESCAMBIA_074,794,1
FL_BAY_3,1232,1
FL_PALM BEACH_8502,2700,1
FL_OSCEOLA_1000,1525,1
FL_HILLSBOROUGH_338,1447,0
FL_PINELLAS_125,2022,0
FL_COLLIER_435,357,1
FL_MIAMI-DADE_711,220,0
FL_DUVAL_00103,2333,0
FL_DUVAL_00503,1433,0
FL_LAKE_0510,1152,0
FL_INDIAN RIVER_0003,2514,0
FL_PALM BEACH_5902,2056,0
FL_VOLUSIA_302,840,1
FL_MARTIN_21,1289,0
FL_PALM BEACH_8869,929,0
FL_PINELLAS_322,1511,0
FL_PUTNAM_17,2500,1
FL_SARASOTA_413,289,0
FL_ORANGE_000612,491,0
FL_BROWARD_00R027,1851,1
FL_SEMINOLE_006,1954,0
FL_VOLUSIA_625,2734,1
FL_OKALOOSA_09,217,0
FL_LAKE_0575,1306,0
FL_HILLSBOROUGH_463,1119,1
FL_MIAMI-DADE_128,219,1
FL_LEE_112,670,0
FL_PINELLAS_626,42,1
FL_LEE_405,1195,0
FL_HILLSBOROUGH_907,2347,1
FL_PALM BEACH_8454,1499,0
FL_PALM BEACH_8453,985,0
FL_GLADES_05,916,1
FL_PALM BEACH_1709,1712,0
FL_HILLSBOROUGH_919,1918,0
FL_PALM BEACH_8913,1085,0
FL_HILLSBOROUGH_928,2073,1
FL_ORANGE_000132,2206,1
FL_BROWARD_00V017,131,0
FL_CITRUS_103,862,1
FL_DESOTO_13,1331,1
FL_MANATEE_213,2277,0
FL_OSCEOLA_4501,2627,0
FL_MIAMI-DADE_354,245,0
FL_PALM BEACH_7648,1951,1
FL_GADSDEN_13,810,0
FL_BROWARD_00W014,539,1
FL_DUVAL_01306,1890,0
FL_SARASOTA_301,691,0
FL_MIAMI-DADE_674,1199,1
FL_MIAMI-DADE_262,1887,1
FL_DUVAL_00409,1862,0
FL_BROWARD_00E004,537,0
FL_BROWARD_00E015,181,1
FL_SARASOTA_215,116,1
FL_MARION_4180,303,0
FL_BREVARD_400,418,1
FL_PALM BEACH_7650,1928,1
FL_ORANGE_000417,2041,1
FL_ESCAMBIA_103,1103,0
FL_LEVY_11,800,1
FL_PALM BEACH_8476,2422,1
FL_PALM BEACH_8607,349,1
FL_MIAMI-DADE_451,267,1
FL_MIAMI-DADE_185,1734,1
FL_PINELLAS_635,1181,0
FL_CLAY_400,1749,0
FL_INDIAN RIVER_0007,244,1
FL_ORANGE_000538,2637,1
FL_HERNANDO_300,2435,0
FL_MONROE_21,1078,0
FL_PASCO_098,1376,0
FL_BREVARD_408,205,0
FL_MARTIN_19,332,1
FL_SARASOTA_305,573,0
FL_ST LUCIE_66,455,0
FL_DESOTO_14,477,1
FL_SARASOTA_313,255,0
FL_PALM BEACH_8678,392,1
FL_MIAMI-DADE_845,1215,0
FL_INDIAN RIVER_0023,670,1
FL_MADISON_01,2077,0
FL_COLUMBIA_553,1610,0
FL_OSCEOLA_3504,1910,1
FL_MIAMI-DADE_779,2279,0
FL_PINELLAS_401,1174,1
FL_BROWARD_00X018,655,0
FL_PALM BEACH_8410,5,0
FL_DUVAL_00906,2673,1
FL_BROWARD_00C020,511,0
FL_PINELLAS_526,1511,1
FL_ORANGE_000117,2044,1
FL_LEON_5153,411,1
FL_BROWARD_00V004,511,1
FL_MIAMI-DADE_101,1753,1
FL_PASCO_006,1378,0
FL_ORANGE_000436,2396,1
FL_ORANGE_000206,901,1
FL_PALM BEACH_7418,2038,0
FL_VOLUSIA_610,577,0
FL_SEMINOLE_009,2401,1
FL_PASCO_086,1956,1
FL_ST LUCIE_13,1185,0
FL_BROWARD_00Y002,717,1
FL_ORANGE_000120,1980,0
FL_BROWARD_00X026,2193,0
FL_MIAMI-DADE_887,2279,1
FL_ORANGE_000625,664,0
FL_HILLSBOROUGH_929,2683,1
FL_ORANGE_000235,754,1
FL_PINELLAS_261,844,0
FL_PINELLAS_528,1333,1
FL_SARASOTA_417,1467,0
FL_DUVAL_00708,1634,1
FL_GADSDEN_10,792,0
FL_HILLSBOROUGH_565,2090,0
FL_HILLSBOROUGH_706,1916,1
FL_OSCEOLA_5502,2543,1
FL_BROWARD_00W018,2663,1
FL_VOLUSIA_201,1486,1
FL_HILLSBOROUGH_918,1755,1
FL_ORANGE_000238,619,0
FL_GADSDEN_18,2228,1
FL_PALM BEACH_8666,2560,1
FL_PINELLAS_101,353,1
FL_BROWARD_00R035,2573,1
FL_MIAMI-DADE_330,285,1
FL_HIGHLANDS_06,787,0
FL_PINELLAS_638,1155,1
FL_CHARLOTTE_58,629,1
FL_SEMINOLE_077,335,0
FL_LEE_205,526,1
FL_MIAMI-DADE_140,25,0
FL_PASCO_037,384,1
FL_LEON_3507,1387,1
FL_PINELLAS_350,343,0
FL_SANTA ROSA_29,1444,1
FL_MANATEE_521,143,0
FL_LEE_106,816,0
FL_BROWARD_00X009,774,0
FL_ORANGE_000608,2525,0
FL_BAKER_02A,703,1
FL_BROWARD_00C021,459,0
FL_SUMTER_110,494,0
FL_PALM BEACH_5607,2466,0
FL_MIAMI-DADE_188,2450,0
FL_BREVARD_205,122,1
FL_BREVARD_512,837,1
FL_VOLUSIA_413,1005,1
FL_SEMINOLE_015,1389,1
FL_BROWARD_00C018,1934,1
FL_COLLIER_150,1671,1
FL_PALM BEACH_9412,372,0
FL_PINELLAS_327,925,1
FL_ORANGE_000329,1299,1
FL_MIAMI-DADE_373,2269,0
FL_CLAY_504,2053,0
FL_BROWARD_00N012,817,0
FL_PALM BEACH_2509,294,0
FL_PINELLAS_241,37,0
FL_PALM BEACH_2501,2285,1
FL_ORANGE_000602,1933,1
FL_ORANGE_000227,1583,1
FL_BROWARD_00A005,658,1
FL_POLK_224,113,0
FL_POLK_119,2397,1
FL_PINELLAS_244,160,1
FL_OSCEOLA_5500,2728,0
FL_INDIAN RIVER_0022,764,1
FL_PINELLAS_311,505,0
FL_MIAMI-DADE_603,2515,1
FL_HILLSBOROUGH_356,2810,0
FL_PALM BEACH_4611,676,1
FL_ORANGE_000301,2417,0
FL_OSCEOLA_4104,2454,0
FL_MARTIN_14,502,0
FL_VOLUSIA_715,421,0
FL_MANATEE_407,1301,0
FL_POLK_312,1920,0
FL_PALM BEACH_1728,377,1
FL_PINELLAS_202,1002,0
FL_MIAMI-DADE_758,111,0
FL_LEE_301,393,1
FL_PASCO_050,1157,1
FL_OKEECHOBEE_08,1435,0
FL_BROWARD_00A016,507,1
FL_JACKSON_11,1013,1
FL_PINELLAS_132,1891,0
FL_MIAMI-DADE_565,986,0
FL_COLLIER_155,1582,0
FL_DUVAL_00206,387,1
FL_ST LUCIE_52,635,0
FL_DUVAL_00809,140,1
FL_BROWARD_00Z003,2792,1
FL_MIAMI-DADE_300,542,1
FL_DUVAL_00811,2026,0
FL_ORANGE_000211,1874,1
FL_MARION_2090,1736,1
FL_SUWANNEE_0008,1868,0
FL_SARASOTA_311,629,0
FL_HILLSBOROUGH_969,2170,1
FL_SEMINOLE_002,1735,0
FL_ST JOHNS_510,287,0
FL_PALM BEACH_7657,314,0
FL_COLLIER_418,935,1
FL_BROWARD_00L005,331,1
FL_BAY_1,1193,0
FL_SUMTER_113,2063,0
FL_PINELLAS_219,1666,1
FL_POLK_330,368,1
FL_MARION_2100,1953,1
FL_VOLUSIA_713,574,0
FL_ORANGE_000519,1961,1
FL_PINELLAS_130,580,0
FL_LEON_2504,2304,1
FL_LEON_5214,316,0
FL_MIAMI-DADE_549,1092,0
FL_DUVAL_00911,1139,0
FL_PALM BEACH_1531,2631,0
FL_HILLSBOROUGH_307,1104,0
FL_MIAMI-DADE_541,1035,1
FL_PALM BEACH_6506,1545,1
FL_PINELLAS_137,1136,0
FL_SARASOTA_419,318,1
FL_LEE_508,62,0
FL_POLK_405,2494,1
FL_HILLSBOROUGH_986,2300,1
FL_ORANGE_000427,661,1
FL_HILLSBOROUGH_886,1793,1
FL_LEON_2511,1838,0
FL_DUVAL_00602,1541,1
FL_PALM BEACH_8409,982,1
FL_COLLIER_257,401,1
FL_BROWARD_00E008,460,0
FL_BREVARD_204,590,1
FL_BREVARD_426,928,1
FL_HILLSBOROUGH_245,638,1
FL_MARTIN_11,1233,0
FL_MIAMI-DADE_260,190,1
FL_ESCAMBIA_099,436,1
FL_MANATEE_313,1062,1
FL_PALM BEACH_5916,689,0
FL_BROWARD_00Q092,894,1
FL_VOLUSIA_205,1187,0
FL_NASSAU_00041,326,0
FL_MIAMI-DADE_746,2171,0
FL_HILLSBOROUGH_543,1657,1
FL_PINELLAS_247,1555,0
FL_ALACHUA_0020,881,0
FL_HILLSBOROUGH_825,1834,0
FL_PINELLAS_245,2175,0
FL_POLK_326,2711,1
FL_ORANGE_000335,1799,0
FL_ST JOHNS_307,2283,1
FL_MIAMI-DADE_111,1885,1
FL_PINELLAS_409,1436,0
FL_SARASOTA_233,1832,1
FL_HIGHLANDS_04,1218,1
FL_LEON_2365,532,0
FL_PALM BEACH_8863,189,0
FL_OKALOOSA_07,569,1
FL_MIAMI-DADE_617,1689,1
FL_DUVAL_01009,1767,1
FL_PASCO_067,1355,1
FL_HILLSBOROUGH_639,687,1
FL_HILLSBOROUGH_204,1884,0
FL_BROWARD_00T004,1654,1
FL_BROWARD_00D003,2119,1
FL_MIAMI-DADE_181,2571,1
FL_PALM BEACH_1510,1352,0
FL_BROWARD_00T020,882,0
FL_BAY_21,2061,0
FL_CLAY_218,174,1
FL_COLLIER_193,66,0
FL_BROWARD_00Z004,2426,1
FL_BREVARD_999,2753,0
FL_HILLSBOROUGH_640,2583,1
FL_MANATEE_327,667,1
FL_OSCEOLA_5006,2343,1
FL_MIAMI-DADE_714,500,1
FL_POLK_319,1434,0
FL_POLK_341,2494,0
FL_MARION_3190,1921,0
FL_BROWARD_00C009,652,0
FL_BROWARD_00Q090,2080,0
FL_HILLSBOROUGH_366,419,1
FL_PALM BEACH_8658,1257,0
FL_MARTIN_02,192,1
FL_PINELLAS_235,37,1
FL_PALM BEACH_1710,462,1
FL_HILLSBOROUGH_641,2576,0
FL_POLK_310,1987,1
FL_JACKSON_01,2298,0
FL_LAKE_0145,2117,0
FL_ST JOHNS_502,2429,0
FL_DUVAL_01409,2139,0
FL_BREVARD_212,1400,1
FL_BROWARD_00X007,1202,0
FL_ORANGE_000336,1470,0
FL_POLK_323,368,0
FL_SUWANNEE_0004,105,1
FL_SEMINOLE_008,1389,0
FL_PALM BEACH_8639,294,1
FL_PALM BEACH_2402,956,0
FL_PALM BEACH_8840,740,1
FL_OSCEOLA_1510,2760,0
FL_MANATEE_423,860,0
FL_FLAGLER_501,1418,0
FL_PALM BEACH_7426,345,0
FL_CHARLOTTE_21,721,0
FL_PALM BEACH_7646,2116,1
FL_PALM BEACH_5908,1895,0
FL_WALTON_430,2219,0
FL_PINELLAS_259,2529,1
FL_BROWARD_00K002,1057,0
FL_PALM BEACH_5601,2524,0
FL_PINELLAS_152,1116,1
FL_HILLSBOROUGH_868,1409,0
FL_ST JOHNS_506,2352,1
FL_PALM BEACH_8873,2284,1
FL_ALACHUA_0051,389,1
FL_LAKE_0520,639,0
FL_OKALOOSA_22,1573,1
FL_HILLSBOROUGH_205,1907,1
FL_PALM BEACH_1727,971,1
FL_PINELLAS_109,920,1
FL_HILLSBOROUGH_237,1120,1
FL_MIAMI-DADE_032,1178,1
FL_PINELLAS_305,818,1
FL_MIAMI-DADE_596,1992,0
FL_HILLSBOROUGH_622,1981,1
FL_PINELLAS_501,31,0
FL_HILLSBOROUGH_526,1974,0
FL_PALM BEACH_1542,1721,1
FL_ESCAMBIA_043,1857,1
FL_MARION_0009,1521,1
FL_MIAMI-DADE_153,1806,0
FL_OSCEOLA_5501,2716,1
FL_BROWARD_00W005,914,0
FL_MIAMI-DADE_158,2305,0
FL_ORANGE_000231,1547,0
FL_HIGHLANDS_10,820,0
FL_HILLSBOROUGH_613,1576,0
FL_MIAMI-DADE_106,1766,0
FL_SARASOTA_105,1110,0
FL_VOLUSIA_206,675,0
FL_INDIAN RIVER_0010,244,0
FL_ORANGE_000630,2306,1
FL_BROWARD_00C016,1704,1
FL_POLK_212,2492,0
FL_HAMILTON_08,47,0
FL_SEMINOLE_080,2184,0
FL_HILLSBOROUGH_517,604,0
FL_SARASOTA_315,350,0
FL_PINELLAS_530,260,0
FL_SEMINOLE_073,1408,1
FL_ST LUCIE_01,596,0
FL_PINELLAS_165,2233,1
FL_PINELLAS_157,1156,0
FL_ST JOHNS_202,1032,1
FL_SANTA ROSA_40,1444,0
FL_CHARLOTTE_18,552,0
FL_PALM BEACH_5401,2567,1
FL_HAMILTON_01,2588,0
FL_MARION_1010,1331,0
FL_MIAMI-DADE_922,1878,0
FL_LEON_1355,1293,1
FL_PALM BEACH_8421,1208,0
FL_ORANGE_000121,2044,0
FL_DUVAL_00709,1925,0
FL_BROWARD_00M014,1126,1
FL_MIAMI-DADE_283,1340,1
FL_LEE_507,1162,0
FL_MANATEE_305,284,0
FL_MIAMI-DADE_823,1621,0
FL_OSCEOLA_1504,1525,0
FL_ESCAMBIA_026,647,1
FL_PALM BEACH_8685,1088,0
FL_HILLSBOROUGH_764,2347,0
FL_LEE_216,1101,0
FL_PALM BEACH_1718,838,1
FL_MIAMI-DADE_791,1348,0
FL_PASCO_064,416,0
FL_COLLIER_462,359,1
FL_MANATEE_221,797,0
FL_CLAY_202,431,1
FL_HILLSBOROUGH_980,942,0
FL_MIAMI-DADE_166,1806,1
FL_PALM BEACH_3401,718,1
FL_PINELLAS_321,1213,1
FL_PINELLAS_144,2262,0
FL_BROWARD_00E012,863,1
FL_NASSAU_00021,1830,1
FL_MIAMI-DADE_715,500,0
FL_CHARLOTTE_13,558,1
FL_MIAMI-DADE_613,1647,1
FL_PASCO_096,1349,0
FL_SUMTER_118,78,0
FL_PINELLAS_328,1426,0
FL_ST JOHNS_401,1148,0
FL_HILLSBOROUGH_818,2433,1
FL_HILLSBOROUGH_308,1576,1
FL_HILLSBOROUGH_857,1456,0
FL_PASCO_024,1938,0
FL_ESCAMBIA_067,1222,0
FL_MIAMI-DADE_420,1451,0
FL_ORANGE_000315,508,0
FL_POLK_231,741,0
FL_MARTIN_04,1457,1
FL_PALM BEACH_3719,466,0
FL_HILLSBOROUGH_985,2553,1
FL_CHARLOTTE_01,1345,1
FL_WAKULLA_11,800,0
FL_PALM BEACH_8656,485,0
FL_PALM BEACH_3902,2511,1
FL_ORANGE_000240,1644,1
FL_HILLSBOROUGH_301,1970,0
FL_PALM BEACH_7607,1996,1
FL_VOLUSIA_902,3,0
FL_DUVAL_00309,1241,0
FL_ORANGE_000530,636,1
FL_ORANGE_000616,2403,0
FL_BROWARD_00E007,126,1
FL_PALM BEACH_9406,926,1
FL_VOLUSIA_703,1183,0
FL_MIAMI-DADE_959,1722,0
FL_HIGHLANDS_12,1646,0
FL_DESOTO_17,2314,1
FL_ST LUCIE_91,2691,0
FL_OSCEOLA_5201,2452,1
FL_BREVARD_323,2485,1
FL_ALACHUA_0049,2039,1
FL_LEE_201,657,1
FL_PASCO_036,1150,0
FL_BREVARD_224,315,1
FL_HARDEE_07,868,1
FL_OKALOOSA_46,947,1
FL_LEE_304,155,1
FL_BROWARD_00Q081,2544,0
FL_MIAMI-DADE_436,248,1
FL_PALM BEACH_2419,2240,1
FL_ESCAMBIA_112,794,0
FL_BROWARD_00Y004,1054,1
FL_VOLUSIA_303,2084,0
FL_CHARLOTTE_52,130,1
FL_ORANGE_000626,150,1
FL_HILLSBOROUGH_540,2581,1
FL_SARASOTA_109,2130,1
FL_BREVARD_415,722,0
FL_POLK_246,1431,0
FL_MANATEE_505,122,0
FL_SARASOTA_339,1330,0
FL_ST JOHNS_507,1019,0
FL_MIAMI-DADE_216,1837,0
FL_BREVARD_310,2114,1
FL_MARION_3080,1708,1
FL_SEMINOLE_076,631,0
FL_MIAMI-DADE_716,291,0
FL_PALM BEACH_7620,2634,0
FL_MIAMI-DADE_636,978,1
FL_ORANGE_000313,2011,1
FL_ORANGE_000213,725,1
FL_LAKE_0410,962,0
FL_LAKE_0505,859,1
FL_HILLSBOROUGH_119,84,0
FL_MIAMI-DADE_590,1466,0
FL_PALM BEACH_8638,1357,0
FL_SEMINOLE_026,212,1
FL_BROWARD_00V016,131,1
FL_PALM BEACH_4621,2235,1
FL_PINELLAS_403,435,1
FL_MIAMI-DADE_542,2630,1
FL_LEE_113,102,0
FL_BROWARD_00V015,1678,1
FL_ST LUCIE_22,442,1
FL_MANATEE_425,1467,1
FL_PALM BEACH_8613,2675,1
FL_BREVARD_220,168,0
FL_ESCAMBIA_001,2375,1
FL_PINELLAS_329,1693,0
FL_POLK_344,2322,1
FL_BROWARD_00X001,655,1
FL_MIAMI-DADE_143,642,0
FL_POLK_107,1624,0
FL_ST LUCIE_20,2274,0
FL_PALM BEACH_3705,1952,0
FL_PALM BEACH_7410,1877,0
FL_ORANGE_000205,2033,0
FL_MARION_3280,1618,1
FL_MARION_4200,1329,0
FL_BROWARD_00K008,507,0
FL_LAKE_0450,2460,1
FL_GLADES_13,1530,0
FL_HILLSBOROUGH_342,1977,1
FL_PALM BEACH_3802,405,1
FL_MIAMI-DADE_830,1008,1
FL_BREVARD_506,621,1
FL_BROWARD_00C011,55,1
FL_ORANGE_000549,716,0
FL_CHARLOTTE_38,89,1
FL_MIAMI-DADE_197,2107,0
FL_MIAMI-DADE_247,812,0
FL_OKALOOSA_33,2029,0
FL_PALM BEACH_8731,2707,1
FL_POLK_336,1113,0
FL_SARASOTA_409,68,0
FL_MIAMI-DADE_710,38,1
FL_LEON_5103,1651,1
FL_VOLUSIA_617,889,1
FL_LEON_5284,411,0
FL_HILLSBOROUGH_131,2253,0
FL_HILLSBOROUGH_555,1285,1
FL_ST LUCIE_40,1185,1
FL_PALM BEACH_4504,1991,0
FL_HERNANDO_160,73,0
FL_LEON_1302,2563,1
FL_BROWARD_00R001,2156,0
FL_PALM BEACH_4602,2056,1
FL_ORANGE_000508,2546,1
FL_PALM BEACH_8891,564,1
FL_PINELLAS_630,343,1
FL_ESCAMBIA_055,1700,0
FL_OSCEOLA_4701,2439,1
FL_DESOTO_02,589,0
FL_HILLSBOROUGH_234,1428,0
FL_MIAMI-DADE_732,301,0
FL_INDIAN RIVER_0018,2665,1
FL_BAY_17,226,1
FL_MARION_3160,1740,1
FL_BROWARD_00R036,850,1
FL_BROWARD_00X008,1597,1
FL_CHARLOTTE_06,472,1
FL_MONROE_02,444,1
FL_OSCEOLA_3100,2380,1
FL_OSCEOLA_5202,354,0
FL_HILLSBOROUGH_107,1926,1
FL_DUVAL_00805,1293,0
FL_SEMINOLE_042,1411,1
FL_ALACHUA_0057,1655,1
FL_LEE_211,1361,1
FL_ORANGE_000909,2417,1
FL_ESCAMBIA_091,1604,1
FL_LEON_4461,433,1
FL_BROWARD_00Q061,1045,0
FL_SARASOTA_423,1056,0
FL_ORANGE_000111,1080,0
FL_CITRUS_408,532,1
FL_MIAMI-DADE_161,1912,0
FL_MARION_3040,859,0
FL_DUVAL_01008,484,1
FL_BROWARD_00Z001,1425,1
FL_PALM BEACH_2510,2093,0
FL_PALM BEACH_8870,91,0
FL_MIAMI-DADE_023,1178,0
FL_MIAMI-DADE_733,1015,1
FL_POLK_522,951,0
FL_BROWARD_00Q062,1358,1
FL_FLAGLER_503,49,0
FL_PALM BEACH_8942,1375,1
FL_MIAMI-DADE_786,594,0
FL_HILLSBOROUGH_814,1053,1
FL_HILLSBOROUGH_635,2288,0
FL_SARASOTA_107,376,1
FL_PALM BEACH_8926,27,1
FL_PALM BEACH_8849,2098,0
FL_LEON_4161,1686,1
FL_PALM BEACH_8743,731,0
FL_OSCEOLA_5206,2245,1
FL_DUVAL_00606,480,0
FL_PALM BEACH_5724,1453,1
FL_MARION_4210,1828,1
FL_MARION_4020,1098,1
FL_BREVARD_418,2164,0
FL_LAKE_0525,1385,0
FL_ORANGE_000344,545,0
FL_POLK_309,1167,1
FL_SEMINOLE_007,2401,0
FL_OSCEOLA_1517,2712,0
FL_SARASOTA_329,201,1
FL_VOLUSIA_101,568,1
FL_MIAMI-DADE_339,1092,1
FL_ALACHUA_0063,1458,1
FL_PALM BEACH_7603,2024,1
FL_CHARLOTTE_42,374,1
FL_LAKE_0480,2242,1
FL_MIAMI-DADE_179,1559,1
FL_CLAY_600,1240,1
FL_MARION_0008,824,1
FL_PALM BEACH_2437,1751,0
FL_PINELLAS_117,917,0
FL_OSCEOLA_1102,2443,1
FL_PINELLAS_148,1327,1
FL_PINELLAS_513,1227,1
FL_MIAMI-DADE_573,1344,0
FL_LEE_107,749,0
FL_PINELLAS_615,364,1
FL_BREVARD_127,1711,0
FL_HILLSBOROUGH_247,2090,1
FL_SUMTER_123,1266,1
FL_PALM BEACH_1734,2391,0
FL_LEE_120,100,1
FL_PASCO_042,233,1
FL_LEE_318,1087,1
FL_HAMILTON_04,884,1
FL_LEON_3103,1166,1
FL_MIAMI-DADE_253,1917,1
FL_MIAMI-DADE_410,759,1
FL_MIAMI-DADE_238,328,1
FL_PALM BEACH_8413,450,0
FL_DUVAL_00106,624,0
FL_OSCEOLA_3005,2448,0
FL_HILLSBOROUGH_151,2384,1
FL_BREVARD_122,596,1
FL_BROWARD_00A014,222,1
FL_PASCO_083,1288,1
FL_BROWARD_00E017,2220,1
FL_BROWARD_00R009,1226,1
FL_ST JOHNS_305,813,1
FL_POLK_543,2372,0
FL_LEE_217,895,0
FL_ST LUCIE_75,544,1
FL_MARION_3100,1749,1
FL_MIAMI-DADE_005,1261,1
FL_LEE_503,476,0
FL_HILLSBOROUGH_819,2158,1
FL_ESCAMBIA_075,436,0
FL_ST LUCIE_74,1759,1
FL_LEON_4163,1082,0
FL_PINELLAS_706,34,0
FL_MIAMI-DADE_778,263,1
FL_MIAMI-DADE_015,1861,1
FL_PALM BEACH_8886,1534,0
FL_MIAMI-DADE_719,425,0
FL_MANATEE_115,193,1
FL_CITRUS_102,310,1
FL_MIAMI-DADE_903,2048,1
FL_DUVAL_01210,1232,0
FL_LEE_416,1898,1
FL_BROWARD_00X004,1380,1
FL_SEMINOLE_025,694,0
FL_PINELLAS_609,1460,0
FL_MARION_0014,1596,1
FL_MIAMI-DADE_906,626,0
FL_POLK_404,1784,1
FL_HILLSBOROUGH_962,2211,1
FL_SUMTER_121,74,0
FL_PALM BEACH_2438,1816,1
FL_OSCEOLA_1508,2787,0
FL_LAKE_0399,214,1
FL_MIAMI-DADE_640,2468,1
FL_OSCEOLA_1509,2652,0
FL_MIAMI-DADE_355,2415,1
FL_GADSDEN_14,234,1
FL_BROWARD_00D004,581,1
FL_MIAMI-DADE_533,2036,1
FL_MIAMI-DADE_411,903,1
FL_PINELLAS_537,2134,0
FL_HERNANDO_360,175,0
FL_HILLSBOROUGH_636,2555,0
FL_OSCEOLA_5005,2543,0
FL_PALM BEACH_3717,57,1
FL_OKEECHOBEE_07,1599,1
FL_LEE_214,1867,1
FL_MIAMI-DADE_445,1966,0
FL_ORANGE_000437,82,0
FL_HILLSBOROUGH_889,1421,1
FL_ESCAMBIA_006,555,1
FL_LEON_3107,2249,0
FL_PASCO_115,680,1
FL_PALM BEACH_8835,165,0
FL_SARASOTA_331,132,1
FL_ESCAMBIA_019,1146,0
FL_PALM BEACH_8651,2420,1
FL_ST LUCIE_90,281,0
FL_POLK_422,1802,0
FL_LEON_5251,1593,0
FL_PASCO_004,312,0
FL_ORANGE_000404,1605,0
FL_BROWARD_00Q031,540,0
FL_LAKE_0150,1326,0
FL_HILLSBOROUGH_563,1958,0
FL_PALM BEACH_6425,2371,0
FL_ALACHUA_0052,2258,0
FL_MIAMI-DADE_598,2058,0
FL_MIAMI-DADE_163,2109,1
FL_OKALOOSA_41,822,0
FL_BROWARD_00R040,223,1
FL_VOLUSIA_511,706,1
FL_ORANGE_000106,2005,1
FL_MIAMI-DADE_934,853,0
FL_ORANGE_000515,1925,1
FL_MIAMI-DADE_201,2675,0
FL_HILLSBOROUGH_570,1104,1
FL_FLAGLER_507,147,0
FL_CLAY_110,1359,1
FL_CHARLOTTE_26,909,0
FL_BREVARD_517,26,1
FL_LEE_108,749,1
FL_MIAMI-DADE_518,2145,1
FL_HILLSBOROUGH_516,402,0
FL_MARION_4154,1071,1
FL_ORANGE_000908,2611,0
FL_BROWARD_00E003,30,0
FL_DUVAL_01212,1959,1
FL_MIAMI-DADE_969,1702,1
FL_HILLSBOROUGH_921,1787,0
FL_MIAMI-DADE_513,2404,1
FL_HILLSBOROUGH_407,1423,1
FL_MIAMI-DADE_310,598,0
FL_PALM BEACH_1703,645,0
FL_PUTNAM_12,2360,0
FL_DUVAL_00308,1527,0
FL_LEON_1312,964,1
FL_MIAMI-DADE_580,2218,1
FL_PALM BEACH_8808,846,1
FL_MARION_0002,1982,1
FL_LEON_3461,1593,1
FL_ORANGE_000208,918,1
FL_LAKE_0225,1990,0
FL_MIAMI-DADE_296,911,0
FL_VOLUSIA_702,1892,0
FL_MIAMI-DADE_138,560,0
FL_BROWARD_00X029,2043,1
FL_MARION_3030,461,1
FL_FLAGLER_515,45,0
FL_POLK_337,414,1
FL_SEMINOLE_069,1310,0
FL_MIAMI-DADE_720,1405,0
FL_MONROE_25,941,1
FL_ORANGE_000532,1182,0
FL_ORANGE_000540,2159,1
FL_PALM BEACH_8677,2487,1
FL_MIAMI-DADE_316,597,1
FL_MIAMI-DADE_210,637,1
FL_SARASOTA_507,1882,1
FL_CHARLOTTE_07,374,0
FL_HILLSBOROUGH_883,2340,1
FL_ST LUCIE_68,688,0
FL_BREVARD_518,837,0
FL_LEE_504,1042,1
FL_BROWARD_00Q040,2463,1
FL_MIAMI-DADE_141,219,0
FL_BREVARD_219,1919,0
FL_BROWARD_00N015,83,0
FL_SEMINOLE_028,385,0
FL_HILLSBOROUGH_979,1350,0
FL_DUVAL_01403,282,0
FL_HILLSBOROUGH_318,1616,1
FL_MARION_2070,1044,0
FL_ORANGE_000542,1592,0
FL_HILLSBOROUGH_973,2181,1
FL_PASCO_072,2528,0
FL_LAKE_0115,1259,0
FL_VOLUSIA_509,2086,0
FL_HILLSBOROUGH_634,1871,1
FL_SANTA ROSA_21,858,0
FL_LEON_5225,1727,1
FL_PASCO_043,1514,1
FL_SEMINOLE_053,780,0
FL_FLAGLER_514,1554,0
FL_MIAMI-DADE_327,1899,0
FL_POLK_419,501,1
FL_MIAMI-DADE_731,1086,0
FL_BREVARD_221,319,1
FL_ORANGE_000221,1184,0
FL_MIAMI-DADE_378,1196,0
FL_MIAMI-DADE_888,2324,0
FL_BROWARD_00A013,615,0
FL_PASCO_069,922,1
FL_ALACHUA_0055,2089,1
FL_PINELLAS_209,765,0
FL_PALM BEACH_8712,2216,0
